,ID,Name,Team,Age,Overall Rating,Best Overall,Position,Market value,Wage,Attacking stats,Movement stats,Power stats,Defence stats,Goal-Keeper stats,Skill sets,Total potential
23059,167495,M. Neuer,FC Schalke 04,24,86,86,GK,€0,€0,90,316,253,45,430,100,90
23060,162895,F. Fabregas,Arsenal,23,86,87,CAM,€0,€0,404,386,384,203,54,431,90
23061,156616,F. Ribéry,FC Bayern München,27,86,87,RM,€0,€0,392,435,348,64,47,430,91
23062,143001,C. Tévez,Manchester City,26,86,86,ST,€0,€0,408,432,418,121,53,392,89
23063,139869,W. Sneijder,Inter,26,86,86,RM,€0,€0,392,405,382,122,50,444,88
23064,48717,Júlio César,Inter,30,86,86,GK,€0,€0,106,312,257,45,425,119,88
23065,41236,Z. Ibrahimović,Milan,28,86,86,ST,€0,€0,417,413,429,86,59,407,90
23066,31432,D. Drogba,Chelsea,32,86,86,ST,€0,€0,421,408,425,83,49,388,90
23067,13743,S. Gerrard,Liverpool,30,86,86,CAM,€0,€0,413,388,421,215,56,424,89
23068,13038,Puyol,FC Barcelona,32,86,86,CB,€0,€0,300,358,345,271,54,285,90
23069,9676,S. Eto'o,Inter,29,86,86,ST,€0,€0,414,431,398,94,53,388,90
23070,5471,F. Lampard,Chelsea,32,86,86,CAM,€0,€0,420,393,420,180,59,431,88
23071,168542,David Silva,Manchester City,24,85,85,LM,€0,€0,392,422,353,82,57,412,89
23072,167664,G. Higuaín,Real Madrid,22,85,85,ST,€0,€0,395,406,389,42,44,361,87
23073,165239,S. Nasri,Arsenal,23,85,85,RM,€0,€0,390,418,353,124,50,432,90
23074,153079,S. Agüero,Atlético Madrid,22,85,85,ST,€0,€0,401,428,357,45,59,397,90
23075,152729,Piqué,FC Barcelona,23,85,85,CB,€0,€0,330,365,336,271,58,310,88
23076,138956,G. Chiellini,Juventus,25,85,85,CB,€0,€0,303,391,405,271,52,246,90
23077,138449,Kaká,Real Madrid,28,85,85,CAM,€0,€0,396,418,368,63,55,417,91
23078,135455,Maicon,Inter,28,85,86,RW,€0,€0,404,423,426,252,46,404,88
23079,121944,B. Schweinsteiger,FC Bayern München,25,85,85,CAM,€0,€0,406,379,403,225,65,419,87
23080,121939,P. Lahm,FC Bayern München,26,85,86,RWB,€0,€0,352,410,338,268,47,383,88
23081,107715,Lúcio,Inter,32,85,85,CB,€0,€0,327,379,399,264,44,333,86
23082,106573,Valdés,FC Barcelona,28,85,85,GK,€0,€0,80,327,235,30,425,110,86
23083,49369,Fernando Torres,Chelsea,26,85,85,ST,€0,€0,417,426,398,68,54,367,91
23084,49072,D. Forlán,Atlético Madrid,31,85,85,ST,€0,€0,406,408,415,58,42,392,88
23085,45674,M. Essien,Chelsea,27,85,86,CDM,€0,€0,398,410,427,262,40,374,89
23086,45574,R. van der Vaart,Tottenham Hotspur,27,85,85,CAM,€0,€0,396,385,366,78,55,439,88
23087,45197,Xabi Alonso,Real Madrid,28,85,85,CM,€0,€0,387,357,395,229,45,415,87
23088,24630,Pepe Reina,Liverpool,27,85,85,GK,€0,€0,68,294,227,39,428,77,86
23089,13732,J. Terry,Chelsea,29,85,85,CB,€0,€0,315,339,347,262,48,250,90
23090,7289,R. Ferdinand,Manchester United,31,85,85,CB,€0,€0,296,356,324,269,40,276,89
23091,1179,G. Buffon,Juventus,32,85,85,GK,€0,€0,94,313,252,38,417,115,90
23092,189362,Hulk,FC Porto,23,84,84,CF,€0,€0,393,420,405,106,46,418,87
23093,180930,E. Džeko,Manchester City,24,84,84,ST,€0,€0,407,408,406,55,63,348,89
23094,179813,E. Cavani,Napoli,23,84,84,ST,€0,€0,402,419,424,147,53,346,89
23095,177003,L. Modrić,Tottenham Hotspur,24,84,85,RM,€0,€0,382,412,366,152,52,425,87
23096,176635,M. Özil,Real Madrid,21,84,85,LM,€0,€0,376,420,337,57,50,422,88
23097,173731,G. Bale,Tottenham Hotspur,20,84,84,LM,€0,€0,394,411,389,230,52,420,85
23098,167948,H. Lloris,Olympique Lyonnais,23,84,84,GK,€0,€0,71,265,185,46,423,97,90
23099,164240,Thiago Silva,Milan,25,84,84,CB,€0,€0,328,398,408,260,45,343,89
23100,163297,M. Krasić,Juventus,25,84,85,RW,€0,€0,386,427,397,134,50,388,89
23101,155862,Sergio Ramos,Real Madrid,24,84,86,CB,€0,€0,357,411,382,261,46,366,90
23102,150418,M. Gomez,FC Bayern München,24,84,84,ST,€0,€0,403,395,400,62,46,312,86
23103,146536,Jesús Navas,Sevilla FC,24,84,84,RW,€0,€0,371,429,360,73,55,369,90
23104,146530,Dani Alves,FC Barcelona,27,84,85,RM,€0,€0,370,423,402,249,38,414,88
23105,142708,D. Milito,Inter,31,84,84,ST,€0,€0,408,410,395,87,52,364,87
23106,139068,Nani,Manchester United,23,84,84,RM,€0,€0,362,413,369,82,40,403,89
23107,138123,E. Cambiasso,Inter,29,84,84,CDM,€0,€0,396,392,401,253,46,374,87
23108,121933,R. Adler,Bayer 04 Leverkusen,25,84,84,GK,€0,€0,68,313,222,36,410,69,88
23109,120533,Pepe,Real Madrid,27,84,84,CB,€0,€0,272,378,351,265,47,280,88
23110,158023,L. Messi,FC Barcelona,23,90,90,LW,€0,€0,423,458,368,54,54,438,94
23111,20801,Cristiano Ronaldo,Real Madrid,25,89,90,CF,€0,€0,429,453,439,76,58,435,93
23112,113422,David Villa,FC Barcelona,28,88,88,ST,€0,€0,422,433,402,88,46,400,91
23113,5479,Casillas,Real Madrid,29,88,88,GK,€0,€0,67,327,224,31,428,82,92
23114,140601,N. Vidić,Manchester United,28,87,87,CB,€0,€0,287,350,348,269,45,268,90
23115,54050,W. Rooney,Manchester United,24,87,87,ST,€0,€0,429,426,430,148,49,416,91
23116,10535,Xavi,FC Barcelona,30,87,89,RM,€0,€0,388,405,359,194,46,444,90
23117,9014,A. Robben,FC Bayern München,26,87,88,LW,€0,€0,393,441,366,68,49,426,89
23118,41,Iniesta,FC Barcelona,26,87,89,RM,€0,€0,383,433,336,170,45,421,90
23119,167495,M. Neuer,FC Schalke 04,24,86,86,GK,€0,€0,90,316,253,45,430,100,90
23120,162895,F. Fabregas,Arsenal,23,86,87,CAM,€0,€0,404,386,384,203,54,431,90
23121,156616,F. Ribéry,FC Bayern München,27,86,87,RM,€0,€0,392,435,348,64,47,430,91
23122,143001,C. Tévez,Manchester City,26,86,86,ST,€0,€0,408,432,418,121,53,392,89
23123,139869,W. Sneijder,Inter,26,86,86,RM,€0,€0,392,405,382,122,50,444,88
23124,48717,Júlio César,Inter,30,86,86,GK,€0,€0,106,312,257,45,425,119,88
23125,41236,Z. Ibrahimović,Milan,28,86,86,ST,€0,€0,417,413,429,86,59,407,90
23126,31432,D. Drogba,Chelsea,32,86,86,ST,€0,€0,421,408,425,83,49,388,90
23127,13743,S. Gerrard,Liverpool,30,86,86,CAM,€0,€0,413,388,421,215,56,424,89
23128,13038,Puyol,FC Barcelona,32,86,86,CB,€0,€0,300,358,345,271,54,285,90
23129,9676,S. Eto'o,Inter,29,86,86,ST,€0,€0,414,431,398,94,53,388,90
23130,5471,F. Lampard,Chelsea,32,86,86,CAM,€0,€0,420,393,420,180,59,431,88
23131,168542,David Silva,Manchester City,24,85,85,LM,€0,€0,392,422,353,82,57,412,89
23132,167664,G. Higuaín,Real Madrid,22,85,85,ST,€0,€0,395,406,389,42,44,361,87
23133,165239,S. Nasri,Arsenal,23,85,85,RM,€0,€0,390,418,353,124,50,432,90
23134,153079,S. Agüero,Atlético Madrid,22,85,85,ST,€0,€0,401,428,357,45,59,397,90
23135,152729,Piqué,FC Barcelona,23,85,85,CB,€0,€0,330,365,336,271,58,310,88
23136,138956,G. Chiellini,Juventus,25,85,85,CB,€0,€0,303,391,405,271,52,246,90
23137,138449,Kaká,Real Madrid,28,85,85,CAM,€0,€0,396,418,368,63,55,417,91
23138,135455,Maicon,Inter,28,85,86,RW,€0,€0,404,423,426,252,46,404,88
23139,121944,B. Schweinsteiger,FC Bayern München,25,85,85,CAM,€0,€0,406,379,403,225,65,419,87
23140,121939,P. Lahm,FC Bayern München,26,85,86,RWB,€0,€0,352,410,338,268,47,383,88
23141,107715,Lúcio,Inter,32,85,85,CB,€0,€0,327,379,399,264,44,333,86
23142,106573,Valdés,FC Barcelona,28,85,85,GK,€0,€0,80,327,235,30,425,110,86
23143,49369,Fernando Torres,Chelsea,26,85,85,ST,€0,€0,417,426,398,68,54,367,91
23144,49072,D. Forlán,Atlético Madrid,31,85,85,ST,€0,€0,406,408,415,58,42,392,88
23145,45674,M. Essien,Chelsea,27,85,86,CDM,€0,€0,398,410,427,262,40,374,89
23146,45574,R. van der Vaart,Tottenham Hotspur,27,85,85,CAM,€0,€0,396,385,366,78,55,439,88
23147,45197,Xabi Alonso,Real Madrid,28,85,85,CM,€0,€0,387,357,395,229,45,415,87
23148,24630,Pepe Reina,Liverpool,27,85,85,GK,€0,€0,68,294,227,39,428,77,86
23149,13732,J. Terry,Chelsea,29,85,85,CB,€0,€0,315,339,347,262,48,250,90
23150,7289,R. Ferdinand,Manchester United,31,85,85,CB,€0,€0,296,356,324,269,40,276,89
23151,1179,G. Buffon,Juventus,32,85,85,GK,€0,€0,94,313,252,38,417,115,90
23152,189362,Hulk,FC Porto,23,84,84,CF,€0,€0,393,420,405,106,46,418,87
23153,180930,E. Džeko,Manchester City,24,84,84,ST,€0,€0,407,408,406,55,63,348,89
23154,179813,E. Cavani,Napoli,23,84,84,ST,€0,€0,402,419,424,147,53,346,89
23155,177003,L. Modrić,Tottenham Hotspur,24,84,85,RM,€0,€0,382,412,366,152,52,425,87
23156,176635,M. Özil,Real Madrid,21,84,85,LM,€0,€0,376,420,337,57,50,422,88
23157,173731,G. Bale,Tottenham Hotspur,20,84,84,LM,€0,€0,394,411,389,230,52,420,85
23158,167948,H. Lloris,Olympique Lyonnais,23,84,84,GK,€0,€0,71,265,185,46,423,97,90
23159,164240,Thiago Silva,Milan,25,84,84,CB,€0,€0,328,398,408,260,45,343,89
23160,163297,M. Krasić,Juventus,25,84,85,RW,€0,€0,386,427,397,134,50,388,89
23161,155862,Sergio Ramos,Real Madrid,24,84,86,CB,€0,€0,357,411,382,261,46,366,90
23162,150418,M. Gomez,FC Bayern München,24,84,84,ST,€0,€0,403,395,400,62,46,312,86
23163,146536,Jesús Navas,Sevilla FC,24,84,84,RW,€0,€0,371,429,360,73,55,369,90
23164,146530,Dani Alves,FC Barcelona,27,84,85,RM,€0,€0,370,423,402,249,38,414,88
23165,142708,D. Milito,Inter,31,84,84,ST,€0,€0,408,410,395,87,52,364,87
23166,139068,Nani,Manchester United,23,84,84,RM,€0,€0,362,413,369,82,40,403,89
23167,138123,E. Cambiasso,Inter,29,84,84,CDM,€0,€0,396,392,401,253,46,374,87
23168,121933,R. Adler,Bayer 04 Leverkusen,25,84,84,GK,€0,€0,68,313,222,36,410,69,88
23169,120533,Pepe,Real Madrid,27,84,84,CB,€0,€0,272,378,351,265,47,280,88
23170,158023,L. Messi,FC Barcelona,23,90,90,LW,€0,€0,423,458,368,54,54,438,94
23171,20801,Cristiano Ronaldo,Real Madrid,25,89,90,CF,€0,€0,429,453,439,76,58,435,93
23172,113422,David Villa,FC Barcelona,28,88,88,ST,€0,€0,422,433,402,88,46,400,91
23173,5479,Casillas,Real Madrid,29,88,88,GK,€0,€0,67,327,224,31,428,82,92
23174,140601,N. Vidić,Manchester United,28,87,87,CB,€0,€0,287,350,348,269,45,268,90
23175,54050,W. Rooney,Manchester United,24,87,87,ST,€0,€0,429,426,430,148,49,416,91
23176,10535,Xavi,FC Barcelona,30,87,89,RM,€0,€0,388,405,359,194,46,444,90
23177,9014,A. Robben,FC Bayern München,26,87,88,LW,€0,€0,393,441,366,68,49,426,89
23178,41,Iniesta,FC Barcelona,26,87,89,RM,€0,€0,383,433,336,170,45,421,90
23179,167495,M. Neuer,FC Schalke 04,24,86,86,GK,€0,€0,90,316,253,45,430,100,90
23180,162895,F. Fabregas,Arsenal,23,86,87,CAM,€0,€0,404,386,384,203,54,431,90
23181,156616,F. Ribéry,FC Bayern München,27,86,87,RM,€0,€0,392,435,348,64,47,430,91
23182,143001,C. Tévez,Manchester City,26,86,86,ST,€0,€0,408,432,418,121,53,392,89
23183,139869,W. Sneijder,Inter,26,86,86,RM,€0,€0,392,405,382,122,50,444,88
23184,48717,Júlio César,Inter,30,86,86,GK,€0,€0,106,312,257,45,425,119,88
23185,41236,Z. Ibrahimović,Milan,28,86,86,ST,€0,€0,417,413,429,86,59,407,90
23186,31432,D. Drogba,Chelsea,32,86,86,ST,€0,€0,421,408,425,83,49,388,90
23187,13743,S. Gerrard,Liverpool,30,86,86,CAM,€0,€0,413,388,421,215,56,424,89
23188,13038,Puyol,FC Barcelona,32,86,86,CB,€0,€0,300,358,345,271,54,285,90
23189,9676,S. Eto'o,Inter,29,86,86,ST,€0,€0,414,431,398,94,53,388,90
23190,5471,F. Lampard,Chelsea,32,86,86,CAM,€0,€0,420,393,420,180,59,431,88
23191,168542,David Silva,Manchester City,24,85,85,LM,€0,€0,392,422,353,82,57,412,89
23192,167664,G. Higuaín,Real Madrid,22,85,85,ST,€0,€0,395,406,389,42,44,361,87
23193,165239,S. Nasri,Arsenal,23,85,85,RM,€0,€0,390,418,353,124,50,432,90
23194,153079,S. Agüero,Atlético Madrid,22,85,85,ST,€0,€0,401,428,357,45,59,397,90
23195,152729,Piqué,FC Barcelona,23,85,85,CB,€0,€0,330,365,336,271,58,310,88
23196,138956,G. Chiellini,Juventus,25,85,85,CB,€0,€0,303,391,405,271,52,246,90
23197,138449,Kaká,Real Madrid,28,85,85,CAM,€0,€0,396,418,368,63,55,417,91
23198,135455,Maicon,Inter,28,85,86,RW,€0,€0,404,423,426,252,46,404,88
23199,121944,B. Schweinsteiger,FC Bayern München,25,85,85,CAM,€0,€0,406,379,403,225,65,419,87
23200,121939,P. Lahm,FC Bayern München,26,85,86,RWB,€0,€0,352,410,338,268,47,383,88
23201,107715,Lúcio,Inter,32,85,85,CB,€0,€0,327,379,399,264,44,333,86
23202,106573,Valdés,FC Barcelona,28,85,85,GK,€0,€0,80,327,235,30,425,110,86
23203,49369,Fernando Torres,Chelsea,26,85,85,ST,€0,€0,417,426,398,68,54,367,91
23204,49072,D. Forlán,Atlético Madrid,31,85,85,ST,€0,€0,406,408,415,58,42,392,88
23205,45674,M. Essien,Chelsea,27,85,86,CDM,€0,€0,398,410,427,262,40,374,89
23206,45574,R. van der Vaart,Tottenham Hotspur,27,85,85,CAM,€0,€0,396,385,366,78,55,439,88
23207,45197,Xabi Alonso,Real Madrid,28,85,85,CM,€0,€0,387,357,395,229,45,415,87
23208,24630,Pepe Reina,Liverpool,27,85,85,GK,€0,€0,68,294,227,39,428,77,86
23209,13732,J. Terry,Chelsea,29,85,85,CB,€0,€0,315,339,347,262,48,250,90
23210,7289,R. Ferdinand,Manchester United,31,85,85,CB,€0,€0,296,356,324,269,40,276,89
23211,1179,G. Buffon,Juventus,32,85,85,GK,€0,€0,94,313,252,38,417,115,90
23212,189362,Hulk,FC Porto,23,84,84,CF,€0,€0,393,420,405,106,46,418,87
23213,180930,E. Džeko,Manchester City,24,84,84,ST,€0,€0,407,408,406,55,63,348,89
23214,179813,E. Cavani,Napoli,23,84,84,ST,€0,€0,402,419,424,147,53,346,89
23215,177003,L. Modrić,Tottenham Hotspur,24,84,85,RM,€0,€0,382,412,366,152,52,425,87
23216,176635,M. Özil,Real Madrid,21,84,85,LM,€0,€0,376,420,337,57,50,422,88
23217,173731,G. Bale,Tottenham Hotspur,20,84,84,LM,€0,€0,394,411,389,230,52,420,85
23218,167948,H. Lloris,Olympique Lyonnais,23,84,84,GK,€0,€0,71,265,185,46,423,97,90
23219,164240,Thiago Silva,Milan,25,84,84,CB,€0,€0,328,398,408,260,45,343,89
23220,163297,M. Krasić,Juventus,25,84,85,RW,€0,€0,386,427,397,134,50,388,89
23221,155862,Sergio Ramos,Real Madrid,24,84,86,CB,€0,€0,357,411,382,261,46,366,90
23222,150418,M. Gomez,FC Bayern München,24,84,84,ST,€0,€0,403,395,400,62,46,312,86
23223,146536,Jesús Navas,Sevilla FC,24,84,84,RW,€0,€0,371,429,360,73,55,369,90
23224,146530,Dani Alves,FC Barcelona,27,84,85,RM,€0,€0,370,423,402,249,38,414,88
23225,142708,D. Milito,Inter,31,84,84,ST,€0,€0,408,410,395,87,52,364,87
23226,139068,Nani,Manchester United,23,84,84,RM,€0,€0,362,413,369,82,40,403,89
23227,138123,E. Cambiasso,Inter,29,84,84,CDM,€0,€0,396,392,401,253,46,374,87
23228,121933,R. Adler,Bayer 04 Leverkusen,25,84,84,GK,€0,€0,68,313,222,36,410,69,88
23229,120533,Pepe,Real Madrid,27,84,84,CB,€0,€0,272,378,351,265,47,280,88
23230,158023,L. Messi,FC Barcelona,23,90,90,LW,€0,€0,423,458,368,54,54,438,94
23231,20801,Cristiano Ronaldo,Real Madrid,25,89,90,CF,€0,€0,429,453,439,76,58,435,93
23232,113422,David Villa,FC Barcelona,28,88,88,ST,€0,€0,422,433,402,88,46,400,91
23233,5479,Casillas,Real Madrid,29,88,88,GK,€0,€0,67,327,224,31,428,82,92
23234,140601,N. Vidić,Manchester United,28,87,87,CB,€0,€0,287,350,348,269,45,268,90
23235,54050,W. Rooney,Manchester United,24,87,87,ST,€0,€0,429,426,430,148,49,416,91
23236,10535,Xavi,FC Barcelona,30,87,89,RM,€0,€0,388,405,359,194,46,444,90
23237,9014,A. Robben,FC Bayern München,26,87,88,LW,€0,€0,393,441,366,68,49,426,89
23238,41,Iniesta,FC Barcelona,26,87,89,RM,€0,€0,383,433,336,170,45,421,90
23239,167495,M. Neuer,FC Schalke 04,24,86,86,GK,€0,€0,90,316,253,45,430,100,90
23240,162895,F. Fabregas,Arsenal,23,86,87,CAM,€0,€0,404,386,384,203,54,431,90
23241,156616,F. Ribéry,FC Bayern München,27,86,87,RM,€0,€0,392,435,348,64,47,430,91
23242,143001,C. Tévez,Manchester City,26,86,86,ST,€0,€0,408,432,418,121,53,392,89
23243,139869,W. Sneijder,Inter,26,86,86,RM,€0,€0,392,405,382,122,50,444,88
23244,48717,Júlio César,Inter,30,86,86,GK,€0,€0,106,312,257,45,425,119,88
23245,41236,Z. Ibrahimović,Milan,28,86,86,ST,€0,€0,417,413,429,86,59,407,90
23246,31432,D. Drogba,Chelsea,32,86,86,ST,€0,€0,421,408,425,83,49,388,90
23247,13743,S. Gerrard,Liverpool,30,86,86,CAM,€0,€0,413,388,421,215,56,424,89
23248,13038,Puyol,FC Barcelona,32,86,86,CB,€0,€0,300,358,345,271,54,285,90
23249,9676,S. Eto'o,Inter,29,86,86,ST,€0,€0,414,431,398,94,53,388,90
23250,5471,F. Lampard,Chelsea,32,86,86,CAM,€0,€0,420,393,420,180,59,431,88
23251,168542,David Silva,Manchester City,24,85,85,LM,€0,€0,392,422,353,82,57,412,89
23252,167664,G. Higuaín,Real Madrid,22,85,85,ST,€0,€0,395,406,389,42,44,361,87
23253,165239,S. Nasri,Arsenal,23,85,85,RM,€0,€0,390,418,353,124,50,432,90
23254,153079,S. Agüero,Atlético Madrid,22,85,85,ST,€0,€0,401,428,357,45,59,397,90
23255,152729,Piqué,FC Barcelona,23,85,85,CB,€0,€0,330,365,336,271,58,310,88
23256,138956,G. Chiellini,Juventus,25,85,85,CB,€0,€0,303,391,405,271,52,246,90
23257,138449,Kaká,Real Madrid,28,85,85,CAM,€0,€0,396,418,368,63,55,417,91
23258,135455,Maicon,Inter,28,85,86,RW,€0,€0,404,423,426,252,46,404,88
23259,121944,B. Schweinsteiger,FC Bayern München,25,85,85,CAM,€0,€0,406,379,403,225,65,419,87
23260,121939,P. Lahm,FC Bayern München,26,85,86,RWB,€0,€0,352,410,338,268,47,383,88
23261,107715,Lúcio,Inter,32,85,85,CB,€0,€0,327,379,399,264,44,333,86
23262,106573,Valdés,FC Barcelona,28,85,85,GK,€0,€0,80,327,235,30,425,110,86
23263,49369,Fernando Torres,Chelsea,26,85,85,ST,€0,€0,417,426,398,68,54,367,91
23264,49072,D. Forlán,Atlético Madrid,31,85,85,ST,€0,€0,406,408,415,58,42,392,88
23265,45674,M. Essien,Chelsea,27,85,86,CDM,€0,€0,398,410,427,262,40,374,89
23266,45574,R. van der Vaart,Tottenham Hotspur,27,85,85,CAM,€0,€0,396,385,366,78,55,439,88
23267,45197,Xabi Alonso,Real Madrid,28,85,85,CM,€0,€0,387,357,395,229,45,415,87
23268,24630,Pepe Reina,Liverpool,27,85,85,GK,€0,€0,68,294,227,39,428,77,86
23269,13732,J. Terry,Chelsea,29,85,85,CB,€0,€0,315,339,347,262,48,250,90
23270,7289,R. Ferdinand,Manchester United,31,85,85,CB,€0,€0,296,356,324,269,40,276,89
23271,1179,G. Buffon,Juventus,32,85,85,GK,€0,€0,94,313,252,38,417,115,90
23272,189362,Hulk,FC Porto,23,84,84,CF,€0,€0,393,420,405,106,46,418,87
23273,180930,E. Džeko,Manchester City,24,84,84,ST,€0,€0,407,408,406,55,63,348,89
23274,179813,E. Cavani,Napoli,23,84,84,ST,€0,€0,402,419,424,147,53,346,89
23275,177003,L. Modrić,Tottenham Hotspur,24,84,85,RM,€0,€0,382,412,366,152,52,425,87
23276,176635,M. Özil,Real Madrid,21,84,85,LM,€0,€0,376,420,337,57,50,422,88
23277,173731,G. Bale,Tottenham Hotspur,20,84,84,LM,€0,€0,394,411,389,230,52,420,85
23278,167948,H. Lloris,Olympique Lyonnais,23,84,84,GK,€0,€0,71,265,185,46,423,97,90
23279,164240,Thiago Silva,Milan,25,84,84,CB,€0,€0,328,398,408,260,45,343,89
23280,163297,M. Krasić,Juventus,25,84,85,RW,€0,€0,386,427,397,134,50,388,89
23281,155862,Sergio Ramos,Real Madrid,24,84,86,CB,€0,€0,357,411,382,261,46,366,90
23282,150418,M. Gomez,FC Bayern München,24,84,84,ST,€0,€0,403,395,400,62,46,312,86
23283,146536,Jesús Navas,Sevilla FC,24,84,84,RW,€0,€0,371,429,360,73,55,369,90
23284,146530,Dani Alves,FC Barcelona,27,84,85,RM,€0,€0,370,423,402,249,38,414,88
23285,142708,D. Milito,Inter,31,84,84,ST,€0,€0,408,410,395,87,52,364,87
23286,139068,Nani,Manchester United,23,84,84,RM,€0,€0,362,413,369,82,40,403,89
23287,138123,E. Cambiasso,Inter,29,84,84,CDM,€0,€0,396,392,401,253,46,374,87
23288,121933,R. Adler,Bayer 04 Leverkusen,25,84,84,GK,€0,€0,68,313,222,36,410,69,88
23289,120533,Pepe,Real Madrid,27,84,84,CB,€0,€0,272,378,351,265,47,280,88
23290,158023,L. Messi,FC Barcelona,23,90,90,LW,€0,€0,423,458,368,54,54,438,94
23291,20801,Cristiano Ronaldo,Real Madrid,25,89,90,CF,€0,€0,429,453,439,76,58,435,93
23292,113422,David Villa,FC Barcelona,28,88,88,ST,€0,€0,422,433,402,88,46,400,91
23293,5479,Casillas,Real Madrid,29,88,88,GK,€0,€0,67,327,224,31,428,82,92
23294,140601,N. Vidić,Manchester United,28,87,87,CB,€0,€0,287,350,348,269,45,268,90
23295,54050,W. Rooney,Manchester United,24,87,87,ST,€0,€0,429,426,430,148,49,416,91
23296,10535,Xavi,FC Barcelona,30,87,89,RM,€0,€0,388,405,359,194,46,444,90
23297,9014,A. Robben,FC Bayern München,26,87,88,LW,€0,€0,393,441,366,68,49,426,89
23298,41,Iniesta,FC Barcelona,26,87,89,RM,€0,€0,383,433,336,170,45,421,90
23299,167495,M. Neuer,FC Schalke 04,24,86,86,GK,€0,€0,90,316,253,45,430,100,90
23300,162895,F. Fabregas,Arsenal,23,86,87,CAM,€0,€0,404,386,384,203,54,431,90
23301,156616,F. Ribéry,FC Bayern München,27,86,87,RM,€0,€0,392,435,348,64,47,430,91
23302,143001,C. Tévez,Manchester City,26,86,86,ST,€0,€0,408,432,418,121,53,392,89
23303,139869,W. Sneijder,Inter,26,86,86,RM,€0,€0,392,405,382,122,50,444,88
23304,48717,Júlio César,Inter,30,86,86,GK,€0,€0,106,312,257,45,425,119,88
23305,41236,Z. Ibrahimović,Milan,28,86,86,ST,€0,€0,417,413,429,86,59,407,90
23306,31432,D. Drogba,Chelsea,32,86,86,ST,€0,€0,421,408,425,83,49,388,90
23307,13743,S. Gerrard,Liverpool,30,86,86,CAM,€0,€0,413,388,421,215,56,424,89
23308,13038,Puyol,FC Barcelona,32,86,86,CB,€0,€0,300,358,345,271,54,285,90
23309,9676,S. Eto'o,Inter,29,86,86,ST,€0,€0,414,431,398,94,53,388,90
23310,5471,F. Lampard,Chelsea,32,86,86,CAM,€0,€0,420,393,420,180,59,431,88
23311,168542,David Silva,Manchester City,24,85,85,LM,€0,€0,392,422,353,82,57,412,89
23312,167664,G. Higuaín,Real Madrid,22,85,85,ST,€0,€0,395,406,389,42,44,361,87
23313,165239,S. Nasri,Arsenal,23,85,85,RM,€0,€0,390,418,353,124,50,432,90
23314,153079,S. Agüero,Atlético Madrid,22,85,85,ST,€0,€0,401,428,357,45,59,397,90
23315,152729,Piqué,FC Barcelona,23,85,85,CB,€0,€0,330,365,336,271,58,310,88
23316,138956,G. Chiellini,Juventus,25,85,85,CB,€0,€0,303,391,405,271,52,246,90
23317,138449,Kaká,Real Madrid,28,85,85,CAM,€0,€0,396,418,368,63,55,417,91
23318,135455,Maicon,Inter,28,85,86,RW,€0,€0,404,423,426,252,46,404,88
23319,121944,B. Schweinsteiger,FC Bayern München,25,85,85,CAM,€0,€0,406,379,403,225,65,419,87
23320,121939,P. Lahm,FC Bayern München,26,85,86,RWB,€0,€0,352,410,338,268,47,383,88
23321,107715,Lúcio,Inter,32,85,85,CB,€0,€0,327,379,399,264,44,333,86
23322,106573,Valdés,FC Barcelona,28,85,85,GK,€0,€0,80,327,235,30,425,110,86
23323,49369,Fernando Torres,Chelsea,26,85,85,ST,€0,€0,417,426,398,68,54,367,91
23324,49072,D. Forlán,Atlético Madrid,31,85,85,ST,€0,€0,406,408,415,58,42,392,88
23325,45674,M. Essien,Chelsea,27,85,86,CDM,€0,€0,398,410,427,262,40,374,89
23326,45574,R. van der Vaart,Tottenham Hotspur,27,85,85,CAM,€0,€0,396,385,366,78,55,439,88
23327,45197,Xabi Alonso,Real Madrid,28,85,85,CM,€0,€0,387,357,395,229,45,415,87
23328,24630,Pepe Reina,Liverpool,27,85,85,GK,€0,€0,68,294,227,39,428,77,86
23329,13732,J. Terry,Chelsea,29,85,85,CB,€0,€0,315,339,347,262,48,250,90
23330,7289,R. Ferdinand,Manchester United,31,85,85,CB,€0,€0,296,356,324,269,40,276,89
23331,1179,G. Buffon,Juventus,32,85,85,GK,€0,€0,94,313,252,38,417,115,90
23332,189362,Hulk,FC Porto,23,84,84,CF,€0,€0,393,420,405,106,46,418,87
23333,180930,E. Džeko,Manchester City,24,84,84,ST,€0,€0,407,408,406,55,63,348,89
23334,179813,E. Cavani,Napoli,23,84,84,ST,€0,€0,402,419,424,147,53,346,89
23335,177003,L. Modrić,Tottenham Hotspur,24,84,85,RM,€0,€0,382,412,366,152,52,425,87
23336,176635,M. Özil,Real Madrid,21,84,85,LM,€0,€0,376,420,337,57,50,422,88
23337,173731,G. Bale,Tottenham Hotspur,20,84,84,LM,€0,€0,394,411,389,230,52,420,85
23338,167948,H. Lloris,Olympique Lyonnais,23,84,84,GK,€0,€0,71,265,185,46,423,97,90
23339,164240,Thiago Silva,Milan,25,84,84,CB,€0,€0,328,398,408,260,45,343,89
23340,163297,M. Krasić,Juventus,25,84,85,RW,€0,€0,386,427,397,134,50,388,89
23341,155862,Sergio Ramos,Real Madrid,24,84,86,CB,€0,€0,357,411,382,261,46,366,90
23342,150418,M. Gomez,FC Bayern München,24,84,84,ST,€0,€0,403,395,400,62,46,312,86
